NEWS URL,NEWS TITLE,NEWS DATE,NEWS
http://zeenews.india.com/india/oil-slick-near-mt-new-diamond-is-from-explosion-not-cargo-hold-say-sources-2308610.html,"Oil slick near MT New Diamond is from explosion, not cargo hold, say sources",09-09-2020," New Delhi: The oil slick reported as seen near MT New Diamond was from the explosions that took place in the engine room and other parts of the ship and not from the cargo hold, sources said on Wednesday (September 9, 2020) According to the captain of the MT New Diamond and the salvors who are on-site, the slick was formed by the fuel which was powering the ship(from the tank) and was not from the cargo hold. This comes amid reports of an oil leak from the vessel.  Structurally too, only the superstructure (tower) of the cargo vessel which houses the accommodation section is badly damaged owing to the blaze. The ships rear-portion(aft), as seen in the images has sunken(trim) about 3-feet into the water given the amounts of seawater and foam that was sprayed to control the blaze.  A tea of salvors have also boarded the MT New Diamond for inspection and the appropriate course of action for employing larger tugs, as a part of salvage and towing will be undertaken. It is also said that the trim at the rear portion of the ship would be corrected.  On Monday a fire had re-ignited on-board the Very Large Crude Carrier (VLCC) MT new Diamond off the Sri Lanka coast. It had been doused by Tuesday morning and boundary cooling was being done to prevent re-ignition. The fire had almost risen to a height of up to 60 meters from the main, weather-exposed deck of the ship, which is also known as the weather deck. However, the Indian Coast Guard (ICG) has said that the blaze has been visibly doused and that measures are being undertaken to prevent re-ignition.  Sustained firefighting efforts by ICG Ships Sujay, Shaurya, Sarang, specialised ICG Pollution Response Vessel Samudra Paheredar along with Srilankan Ships and tugs ensured the intensity and magnitude of fire were reduced considerably by Tuesday morning. The master of MT New Diamond, onboard ICGS Shaurya has also intimated the Coast Guard that the fire appears to have been doused. The situation is being monitored closely and boundary cooling with seawater and application of foam has been enhanced to avoid re-ignition.  The MT New Diamond is being held about 30 miles from the Sri Lankan Coast by a tug boat and joint firefighting and pollution response operations are being carried out by the assets of the Indian Coast Guard, the Indian Navy and their Sri Lankan counterparts.  The ICG vessels have been deployed for fire-fighting and consequential pollution response for MT New Diamond off since September 3rd. A bilateral MoU between ICG and SLCG covers co-operation in the Marine pollution Response domain. The Indian Coast Guard is also the Competent National Authority under South Asian Co-operative for Environment Protection (SACEP) for responding and coordinating pollution response in South Asian Sea region.  In order to supplement the surface firefighting efforts with aerial dropping, the Lankan Navy had requested the Indian Coast guard for Dry Chemical Powder (DCP). To facilitate this, ICGS Abheek with 1.5tons of DCP was diverted from on-scene to enter Trincomalee harbour for the handing over. ICG Dornier aircraft with 700 kgs DCP was also dispatched on Thursday morning from Chennai to Trincomalee.  An ICG Dornier aircraft continues to operate from Mattala, Sri Lanka besides CG Helicopter embarked on  ICGS Sarang being launched regularly for aerial assessment. No oil spill has been reported so far.  A 16-member salvage team including Marine Chemists and Naval Architects who are onboard Tugboats on-location are in agreement with the methodology adopted by ICG to fight the fire and are providing suggestions to make the firefighting more effective. This very large crude carrier- MT New Diamond is a Greek-owned vessel, under charter by Indian Oil Cooperation. The vessel has been ablaze following a major explosion in the engine room while transiting Sri Lanka’s Exclusive Economic Zone. The first information about the vessel being on fire was received at Indian Coast Guard Maritime Rescue Co-Ordination Centre (MRCC) Mumbai. MT New Diamond is reportedly carrying more than 2.7 lakh MT Kuwait export crude oil that was destined for Paradip, Odisha. According to Marinetraffic.com, MT New Diamond is a 20-year old Crude oil tanker that is 333 meters long and 60 meters wide.   "
http://zeenews.india.com/india/maratha-quota-supreme-court-stays-implementation-of-2018-maharashtra-law-granting-reservation-in-jobs-education-2308606.html,"Maratha quota: Supreme Court stays implementation of 2018 Maharashtra law granting reservation in jobs, education",09-09-2020," New Delhi: The Supreme Court on Wednesday stayed the implementation of the 2018 Maharashtra law granting reservation to Marathas in education and jobs but made it clear that the status of those who have availed of the benefits will not be disturbed. A three-judge bench headed by Justice L N Rao referred to a larger constitution bench, to be set up by Chief Justice of India S A Bobde, the batch of pleas challenging the validity of the law granting reservation to Marathas in education and jobs. The apex court said that status of those who have already taken benefits of the 2018 law shall not be disturbed. The Socially and Educationally Backward Classes (SEBC) Act, 2018 was enacted to grant reservation to people of the Maratha community in Maharashtra in jobs and admissions. The Bombay High Court, while upholding the law in June last year, had held that 16 percent reservation was not justifiable and said that the quota should not exceed 12 percent in employment and 13 percent in admissions. The apex court passed the order on a batch of pleas challenging the high court order and the 2018 law. On July 27, the Maharashtra government had assured the top court that it would not proceed with the recruitment process to fill up the vacancies on the basis of 12 percent Maratha reservation till September 15, except for departments, Public Health and Medical Education and Research. Advocates Amit Anand Tiwari and Vivek Singh, appearing for one of the petitioners, had earlier told the apex court that the last date for admission to PG medical courses should be deferred. The high court, in its June 27 last year order, had said that 50 percent cap on total reservations imposed by the Supreme Court could be exceeded in exceptional circumstances. It had also accepted the Maharashtra government's argument that the Maratha community was socially and educationally backward and it was duty-bound to take steps for its progress. The high court had said though the reservation was valid, its quantum -- 16 percent -- was not justifiable and it should be reduced to 12 percent and 13 percent, as recommended by the State Backward Classes Commission. One of the pleas filed in the apex court had claimed that the SEBC Act breached the 50 percent ceiling on reservation fixed by the top court in its landmark judgment in the Indira Sahwney case, also known as the 'Mandal verdict'. According to the 102nd amendment to the Constitution, reservation can be granted only if a particular community is named in the list prepared by the President. On November 30, 2018, the Maharashtra legislature had passed a bill granting 16-per cent reservation to Marathas. The report submitted by the State Backward Classes Commission was based on quantifiable and contemporaneous data and was correct in classifying the Maratha community as socially and educationally backward, the high court had said in its verdict.   "
http://zeenews.india.com/people/rhea-and-showik-chakrabortys-bail-plea-to-be-heard-on-sep-10-2308604.html,Rhea and Showik Chakraborty's bail plea to be heard on Sep 10,09-09-2020," Mumbai: A special court here will hear the bail applications of actress Rhea Chakraborty and her brother Showik on September 10, revealed her lawyer Satish Maneshinde. ""Bail Applications of Rhea Chakraborty and Showik fixed for hearing on 10th Sept 2020 in Spl Court Mumbai,"" shared her advocate Satish Maneshinde, along with a copy of the 20-page bail application. The actress and Sushant Singh Rajput's girlfriend Rhea was arrested on Tuesday by the Narcotics Central Bureau (NCB) in a drug case as part of the probe into Sushant's death. Rhea has been charged under the Narcotic Drugs and Psychotropic Substances Act for her alleged role in the drugs angle that has emerged during an investigation into the June 14 death of Sushant. The NCB registered a case on request by the Enforcement Directorate (ED) after alleged chats showed Rhea, her brother Showik Chakraborty and Sushant's house manager Samuel Miranda had ordered the drugs.    "
http://zeenews.india.com/cricket/hobart-hurricanes-rope-in-peter-handscomb-ahead-of-bbl-season-10-2308603.html,Hobart Hurricanes rope in Peter Handscomb ahead of BBL season 10,09-09-2020," The Hobart Hurricanes on Wednesday (September 9, 2020) announced the signing of Peter Handscomb who joined the squad to ""fill a void left by the retirement of George Bailey"" at the end of Big Bash League (BBL) season 9. Handscomb who played eight seasons at the Melbourne Stars has reportedly signed a two-year contract with the Hurricanes. Former Star @phandscomb54 puts pen to paper, and the @hurricanesBBL are PUMPED!! But seriously, when's 'Grill on the Hill' coming back? pic.twitter.com/7TGPs6KUNn — KFC Big Bash League (@BBL) September 9, 2020 The 29-year-old Victorian was quoted by the Hurricanes as saying, ""I had a good chat with some of the boys I’d played with before, so I’m keen to get down there and play with those guys."" He also expressed, ""I’m looking forward to the opportunity to potentially bat in the top four on a beautiful wicket at a nice ground, it’s exciting to be able to come to Hobart and show what I can do."" The Hurricanes will begin their campaign against the Sydney Sixers on December 4, while the Adelaide Strikers will take on the Melbourne Renegades on December 3 in the BBL 10 opener.  "
http://zeenews.india.com/india/eam-s-jaishankar-to-meet-russian-foreign-minister-sv-lavrov-on-wednesday-night-2308600.html,EAM S Jaishankar to meet Russian Foreign Minister SV Lavrov on Wednesday night,09-09-2020," External Affairs Minister (EAM) S Jaishankar is scheduled to meet the Russian Foreign Minister SV Lavrov on Wednesday night. The meeting between the two leaders is scheduled tonight around 7 pm (IST).  The EAM landed in Moscow on September 8 on a four-day to attend a meeting of the foreign ministers of the Shanghai Cooperation Organisation (SCO). ""EAM @DrSJaishankar landed in Moscow; received by Ambassador and senior officers from Russian Foreign Ministry,"" tweeted the Indian Embassy in Moscow. The meeting of SCO foreign ministers is scheduled for 12.30 IST on September 10 (Thursday). Jaishankar's visit to Russia comes days after Union Defence Minister Rajnath Singh visited Moscow to attend a meeting of the defence ministers of the eight-nation SCO. It is to be noted that India and China are important members of the SCO. According to the External Affairs Ministry, Jaishankar will attend the meeting of the Council of Foreign Ministers (CFM) of SCO during his stay in the Russian capital. It is expected that Jaishankar would also meet his Chinese counterpart Wang Yi on the sidelines of the SCO meet. The meeting is likely to take place on Thursday (September 10). On September 8, EAM Jaishankar met his Iranian counterpart Javad Zarif in Tehran. The EAM had made a stopover in Iran as part of his key Moscow visit. Calling the meeting ""productive"", the EAM, taking to micro-blogging site Twitter, said ""discussed strengthening our bilateral cooperation and reviewed regional developments. Thank him for his gracious hospitality."" Javad Zarif had visited India in 2020 to be part Raisina Dialogue.  ""A productive meeting with FM J Zarif during a stopover in Tehran. Discussed strengthening our bilateral cooperation and reviewed regional developments. Thank him for his gracious hospitality,"" tweeted Jaishankar. The high-level visits by India to Iran are been considered as a major reached out by New Delhi to a country it considers part of its extended neighbourhood. Iran plays an important role in India's connectivity project via Chabahar port that provides it link to Afghanistan and wider Central Asian region.  "
http://zeenews.india.com/india/hope-india-and-china-will-resolve-things-peacefully-israel-2308597.html,Hope India and China will 'resolve things peacefully': Israel,09-09-2020," New Delhi: Israel has expressed hope that India and China will resolve things in a ""peaceful"" way even as tensions rise between the two Asian neighbours. Deputy Director-General of the Asia-Pacific Division of Israeli Foreign Ministry Gilad Cohen said, ""We have very good relations with India, we have good relations with China"" Gilad Cohen added, ""We hope all things will be sorted out in peaceful ways and tension will reduce, this is what we desire"". Israel is in the advanced stage of negotiations with the Free Trade Agreement with China and already has a pact for specific goods with India. Ties between India and Israel have grown in the last few years. Indian prime minister Narendra Modi visited Israel in July of 2017, the first-ever visit of an Indian PM to the West Asian country which was followed by the visit of Israeli PM Benjamin Netanyahu the next year.  Asked, if more countries could establish ties with Israel, Cohen said, “We hope UAE breakthrough will be echoed"" and ""will open other relations who don't have ties with Israel"". In a major development last month, UAE became the first Gulf country to establish ties with Israel. This was followed by the first direct commercial flight between the 2 countries. UAE is the 3rd Arab country to recognize Israel after Egypt in 1979 and Jordan in 1994.  "
http://zeenews.india.com/world/us-president-donald-trump-nominated-for-2021-nobel-peace-prize-for-historic-israel-uae-peace-deal-2308596.html,US President Donald Trump nominated for 2021 Nobel Peace Prize for 'historic' Israel-UAE peace deal,09-09-2020," The United States President Donald Trump has been nominated for the 2021 Nobel Peace Prize weeks after he brokered an agreement to normalize relations between the United Arab Emirates (UAE) and Israel, which reportedly is the first such agreement between Israel and a major Arab country in over 26 years. As per Fox News, President Trump's name has been forwarded by a Norwegian politician - Christian Tybring-Gjedde. ""For his merit, I think he has done more trying to create peace between nations than most other Peace Prize nominees,"" Tybring-Gjedde, told Fox News. According to a few reports, Tybring-Gjedde had previously submitted a Nobel Peace Prize nomination for President Trump in 2018 for his Singapore summit which hosted North Korea's Supreme leader Kim Jong-un. Meanwhile, a US official on September 8 said that Israel and the United Arab Emirates will sign a US-brokered agreement normalizing their relations at the White House on September 15. As per the agreement, the countries have committed to the exchange of embassies and ambassadors, and to begin cooperation in a broad range of fields including education, healthcare, trade, and security. Notably, the United Arab Emirates is the first major Arab state to recognize Israel since the Israel-Jordan Peace Treaty was signed on October 26, 1994. ""The accord reached between the United States, Israel, and the United Arab Emirates (UAE) on August 13, 2020, is a courageous step toward a more stable, integrated, and prosperous Middle East. The accord inverts traditional thinking about the way to address the region’s problems and challenges, focusing on pragmatic steps that have tangible, practical outcomes. It carries with it the promise of new bridges that will serve to de-escalate existing conflicts and prevent future conflicts, read the official joint statement by the US, Israel, and the UAE. The Nobel Peace prize which is awarded on December 10 every year had 318 candidates in 2020.  "
http://zeenews.india.com/india/rafale-fighters-induction-ceremony-into-iaf-on-september-10-defence-minister-rajnath-singh-and-french-defence-minister-florence-parly-to-be-chief-guest-2308595.html,"Induction ceremony of IAF's Rafale fighters on September 10, Rajnath Singh and French Defence Minister to be chief guests",09-09-2020," A formal induction ceremony of the five high-profile Rafale fighter aircraft into the Indian Air Force's (IAF) 'Golden Arrows' Squadron will be held at the Ambala airbase in Haryana on September 10 (Thursday). Union Defence Minister Rajnath Singh and his French counterpart Florence will be the chief guests for the event.  The first batch of five Rafale jets, which arrived at the Ambala airbase on July 29, have already proven their mettle with successful weapons firing at a test range after arrival. When the first batch of Rafales arrived at Ambala, the IAF had said that efforts are focused on operationalisation of the aircraft at the earliest. An official statement of the IAF read, ""At Ambala, the event will include the ceremonial unveiling of the Rafale aircraft, a traditional ‘Sarva Dharma Puja’, Air Display by Rafale and Tejas aircraft as well as by ‘Sarang Aerobatic Team’. Afterwards, a traditional water cannon salute will be given to the Rafale aircraft. The programme will culminate with the ceremonial induction of Rafale aircraft to 17 Squadron."" After the ceremonial events, the Indian and French delegation will have a bilateral meeting, read the statement. Other than having a bilateral meeting with Rajnath Singh, Parly will also meet National Security Advisor (NSA) Ajit Doval, sources had said earlier. After the ceremony, the French side is also likely to raise the possibility of a larger order for the Rafale fighter jets under the 'Make in India' initiative, sources had said.   The statement also said that Chief of Defence Staff General Bipin Rawat, Chief of the Air Staff Air Chief Marshal RKS Bhadauria, Defence Secretary Dr Ajay Kumar, Secretary Department of Defence R&D and Chairman DRDO Dr G Satheesh Reddy along with other senior officers of Ministry of Defence and Armed Forces will be present to mark a very important milestone in the history of the IAF. The French delegation will be represented by Ambassador of France to India Emmanuel Lenain, Air General Eric Autellet, Vice Chief of the Air Staff of the French Air Force and other senior officials. A large delegation of senior functionaries of French Defence Industries which includes Eric Trappier Chairman and Chief Executive of Dassault Aviation and Eric Beranger, CEO, MBDA will be present during the ceremony. The first batch of five incoming Rafale fighter jets landed at the Ambala Air Force base around 3.14 PM on July 29, 2020, amid a ceremonial welcome and unprecedented security. The squadron of Rafale jets has been stationed at the Ambala airbase in Haryana. The fleet of five jets comprises three single-seater and two twin-seater aircraft. The jets will be inducted into the IAF as part of its No. 17 Squadron, also known as the 'Golden Arrows'. Nearly four years ago, India had signed an inter-governmental agreement with France to purchase 36 Rafale jets under a Rs 59,000-crore deal to boost the IAF's combat capabilities.  The aircraft is capable of carrying a range of potent weapons. European missile maker MBDA's Meteor beyond visual range air-to-air missile and Scalp cruise missile will be the mainstay of the weapons package of the Rafale jets. Of the 36 jets, 30 will be fighter jets and six will be trainers. The trainer jets will be twin-seater and they will have almost all the features of the fighter jets. The IAF has undertaken major infrastructure upgrades at the Ambala base for the deployment of the first Rafale squadron. Built in 1948, the airbase is located on the east side of Ambala and is used for military and government flights. The airbase has two squadrons of the Jaguar combat aircraft and one squadron of the MIG-21 'Bison'. Air Force Marshal Arjan Singh was the first commander of the base. The Mirage fighters that were used for the airstrike in Balakot in Pakistan in February 2019 after the Pulwama terror attack had taken off from Ambala. The Rafale aircraft will give India a strategic advantage in case of any aerial combat with China in the mountainous Tibet region as the fleet will be able to use the terrain to its advantage, destroy enemy air defence and incapacitate the surface-to-air missiles, former Chief of Air Staff Air Chief Marshal (retd) BS Dhanoa had said to news agency PTI in August. Dhanoa, known as the architect of the Balakot strikes, had said the Rafale jets along with S-400 missile systems will give the Indian Air Force a major combat edge in the entire region and that India's adversaries will think twice before starting a war with it. In case of Pakistan, he had said the purpose of the S-400 and Rafale is to hit Pakistani aircraft inside Pakistani air space and not when they come inside Indian territory, adding the neighbouring country would not have responded on February 27, 2019, to the Balakot air strikes if India had the French-manufactured jets then. In an interview to PTI, Dhanoa had said the Rafale, with its fantastic electronic warfare suite and manoeuvrability, will be able to use mountainous terrain in Tibet to its advantage and blind the enemy before India's strike aircraft penetrate hostile airspace to carry out their missions.  "
http://zeenews.india.com/people/sushant-singh-rajputs-sister-shweta-singh-kirti-dead-cant-speak-so-blame-it-on-them-2308591.html,Sushant Singh Rajput's sister Shweta Singh Kirti: Dead can't speak so blame it on them,09-09-2020," Mumbai: Shweta Singh Kirti, sister of late Sushant Singh Rajput, has reacted to Bollywood celebrities who have extended support for actress Rhea Chakraborty. The late actor's girlfriend Rhea was arrested on Tuesday by the Narcotics Central Bureau (NCB) in a drug case as part of the probe into Sushant's death. Several filmstars including Vidya Balan, Taapsee Pannu, Kareena Kapoor Khan, Anurag Kashyap and Hansal Mehta, besides stars from the South such as Lakshmi Manchu, among many others lent support to Rhea. Many of them posted the ""Let's smash patriarchy"" lines that were printed on her T-shirt as she arrived at the NCB office on Tuesday. The caption on her T-shirt read: ""Roses are red, violets are blue, Let's smash patriarchy, Me and you."" Shweta altered the lines and posted for her brother: ""Roses are read, violets are blue, let's stand for the right, me and you,"" it read. She captioned the post: ""#JusticeForSushantSinghRajput.""                 View this post on Instagram                            #JusticeForSushantSinghRajput A post shared by  Shweta Singh kirti (@shwetasinghkirti) on Sep 8, 2020 at 1:08pm PDT   Shweta also gave a reply to what is being said about Sushant's alleged marijuana smoking habit on social media in tweets that she also posted them on her Instagram. ""We can use our grey cells and figure out easily why thr are so many supporters rising all of sudden once the drug angle has come out. Be rest-assured we are not fools, just waiting for the whole truth to come out and then we'll see whr r these supporters!"" ""Dead can't speak so blame it on the dead! Shame!! #WorldUnitedForSSRJustice.""                 View this post on Instagram                            We can use our grey cells and figure out easily why thr are so many supporters rising all of sudden once the drug angle has come out. Be rest-assured we are not fools, just waiting for the whole truth to come out and then we’ll see whr r these supporters! Dead can’t speak so blame it on the dead! Shame!! #WorldUnitedForSSRJustice A post shared by  Shweta Singh kirti (@shwetasinghkirti) on Sep 8, 2020 at 11:52am PDT   In another post on the photo-sharing website, Shweta wrote: ""Don't Worry, have patience! The whole truth will unfold eventually. Don't pay any attention to the Naysayers and Paid PR. NCB, CBI and ED are doing an impeccable job, let's have faith in them. And believe me #godiswithus."" The late Sushant's girlfriend Rhea was arrested in a drug-related case as part of investigation in the actor's death probe. The NCB registered a case on request by the Enforcement Directorate (ED) after alleged chats showed Rhea, her brother Showik Chakraborty and Sushant's house manager Samuel Miranda had ordered for drugs.    "
http://zeenews.india.com/people/undue-attention-being-given-to-kangana-ranaut-says-ncp-chief-sharad-pawar-raises-doubts-over-bmc-action-2308590.html,"Undue attention being given to Kangana Ranaut, says NCP chief Sharad Pawar, raises doubts over BMC action",09-09-2020," MUMBAI: Nationalist Congress Party (NCP) chief Sharad Pawar said on Wednesday (September 9, 2020) that undue importance is being attached to the statements made by Bollywood actress Kangana Ranaut. ""We are giving undue importance to those making such statements. We will have to see what influence such statements have on the people at large,"" the NCP chief told reporters. ""In my opinion, people do not take seriously (such statements),"" the veteran NCP leader said. The veteran Maharashtra politician said that people are not taking her remarks seriously. The former Union minister, however, raised doubt over the Shiv Sena-controlled Brihanmumbai Municipal Corporation’s (BMC) move to demolish “illegally constructed” portions of the Bandra bungalow of Bollywood actress Kangana Ranaut. Pawar said that he is not fully aware of the BMC action against the actress. “Illegal construction in Mumbai is nothing new. BMC has its own set rules to deal with cases of illegal construction in Mumbai,’’ he said.    Pawar said the people of Maharashtra and Mumbai have ""years of experience"" of how the state and city's police work. ""They (people) know the performance of the police. And hence, we need not pay heed to what one says,"" he added. Ranaut waded into controversy after she recently likened Mumbai to Pakistan-occupied Kashmir (PoK) and said she feared the city Police more than the ""movie mafia"". Ranaut landed in Mumbai from her home state Himachal Pradesh on Wednesday, amid protests by Shiv Sena workers at the airport over her remarks on Mumbai police. Kangana, who flew from Chandigarh by a scheduled commercial flight, landed at Mumbai around 2.30 PM. Sena workers with black flags were seen outside the airport, shouting slogans against her. Workers of the RPI (A) and Karni Sena had also gathered in support of the actor. RPI (A) leader and Union minister Ramdas Athawale had declared that his party workers will protect Kangana while she is in Mumbai. Kangana has courted a controversy with her recent comments about the Mumbai Police and Maharashtra. In response to a remark by Shiv Sena leader Sanjay Raut where he asked her not to come back to the city after she claimed she felt unsafe in the city, Kangana had compared Mumbai with PoK.   "
